file_name,file_path,title,author,key,verse,pre_chorus,chorus,bridge,full_progression
way maker i75795,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\way maker i75795,Way Maker,Sinach,C,4 1 5 6m 4 1 5 6m 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m,,4 1 5 6m,4 1 5 6m 4 1 5 6m,4 1 5 6m 4 1 5 6m 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m
we are free i106029,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we are free i106029,We are free,Planetshakers,G,1 5 6m 4 1 5 6m 4 1 5 6m 4 4 2m 2m 1 5 6m 4,6m 5 1 4 6m 5 4,1 5 6m 4 2m 1 5 4,1 5 6m 4 1 5 6m 4,1 5 6m 4 1 5 6m 4 1 5 6m 4 4 2m 2m 1 5 6m 4 6m 5 1 4 6m 5 4 1 5 6m 4 2m 1 5 4 1 5 6m 4 1 5 6m 4
we are hungry i3269,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we are hungry i3269,We Are Hungry,Brad Kilman,G,1 4 1 4 1 4 1 4 4 1 1 4 1 4 1 4 1 4 4 1,,1 5 6m 4 1 5 6m 4 1 1 5 6m 4,1 5 6m 4 1 5 6m 4,1 4 1 4 1 4 1 4 4 1 1 4 1 4 1 4 1 4 4 1 1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 5 6m 4 1 5 6m 4
we are one tonight i42497,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we are one tonight i42497,We Are One Tonight,Switchfoot,G,1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4,5 6m 4 5 6m 4 2 5 6m 4 5 6m 4 2,1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1,5 6m 4 5 6m 4 2 1 5 6m 4 1 5 6m 4,1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 6m 4 5 6m 4 2 5 6m 4 5 6m 4 2 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 6m 4 2 1 5 6m 4 1 5 6m 4
we believe i46577,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we believe i46577,We Believe,Newsboys,D,1 b2 1 b2 5 6m 4 1 b2 1 b2 1 b2 6m 4 1 b2 1 b2 1 b2 6m 4 1 b2,,1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 5 6m 4 1 6m 4,4 5 6m 3m 4 5 6m 3m 4 5 6m 3m 4 5 6m 3m,1 b2 1 b2 5 6m 4 1 b2 1 b2 1 b2 6m 4 1 b2 1 b2 1 b2 6m 4 1 b2 1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 5 6m 4 1 1 5 6m 4 1 5 6m 4 1 6m 4 4 5 6m 3m 4 5 6m 3m 4 5 6m 3m 4 5 6m 3m
we bow down i42498,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we bow down i42498,We Bow Down,Twila Paris,C,1 4 5 1 5 1 4 5 6m 4 5 1 1 4 5 1 5 1 4 5 6m 4 5 1,,1 4 5 1 1 4 5 1 1 4 5 6m 4 5 1,,1 4 5 1 5 1 4 5 6m 4 5 1 1 4 5 1 5 1 4 5 6m 4 5 1 1 4 5 1 1 4 5 1 1 4 5 6m 4 5 1
we bow our hearts i3290,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we bow our hearts i3290,We bow our hearts,Charlie Hall,G,1 5 4 1 1 5 4,,1 5 6m 5 4,1 5 2 6m 5 4,1 5 4 1 1 5 4 1 5 6m 5 4 1 5 2 6m 5 4
we cry out i3293,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we cry out i3293,We Cry Out,Jesus Culture,F#,6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 2m 1 5 2m 1 5 2m 1 5 2m 1 6m 1 5 2m,,,,6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 2m 1 5 2m 1 5 2m 1 5 2m 1 6m 1 5 2m
we fall down i1865,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we fall down i1865,We fall down,"Chris Tomlin, Chris Tomlin",E,b7 4 5m b3 1m b7 4 5m b3 4,,b7 b3 b7 1m b7 b3 b7 1m 5m 4 b3 b7 1m b3 b7 b3 b7 1m b3 b7,,b7 4 5m b3 1m b7 4 5m b3 4 b7 b3 b7 1m b7 b3 b7 1m 5m 4 b3 b7 1m b3 b7 b3 b7 1m b3 b7
we give thee but thine own i11278,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we give thee but thine own i11278,We Give Thee But Thine Own,"Monk, William Henry (1823-1889), How, William Walsham (1823-1897)",G,2 b3 b3 2 2,,,,2 b3 b3 2 2
we now implore god the holy ghost i11280,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we now implore god the holy ghost i11280,We Now Implore God the Holy Ghost,"German, German, Luther, Martin (1483-1546)",F,4,,,,4
we praise you jesus at your birth i11057,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we praise you jesus at your birth i11057,"We Praise You, Jesus at Your Birth","from Walter's Geistliche Gesangbüchlein, 1524, German, Luther, Martin (1483-1546)",C,b7 6 6,,,,b7 6 6
we rejoice i47548,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we rejoice i47548,We Rejoice,Elevation Worship,G,1 2 2 1 2 1 2 2 1 2,,2 1 5 2 1 5,1 5 2 5 1 5 2,1 2 2 1 2 1 2 2 1 2 2 1 5 2 1 5 1 5 2 5 1 5 2
we stand and lift up our hands i1940,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we stand and lift up our hands i1940,We Stand and Lift Up Our Hands,"Chris Tomlin, Chris Tomlin, Louie Giglio",G,1 4 5 6m 4 5 1 4 5 6m 4 5 2 5 1 2 5 1 2 5 1 2 5 1 2 6 1 6 1 5 1 2 3m 1 2 5 1 2 3m 1 2 3m 1 2 5 1 2 5 1 2 5 1 2 5 1 2 6 1 6 1 5 1 2 3m 1 2 5 1 2 3m 1 2 3m 1 2,,1 4 5 6m 4 5 1 4 5 6m 4 5 6m 4 5,1 5 b7 4,1 4 5 6m 4 5 1 4 5 6m 4 5 2 5 1 2 5 1 2 5 1 2 5 1 2 6 1 6 1 5 1 2 3m 1 2 5 1 2 3m 1 2 3m 1 2 5 1 2 5 1 2 5 1 2 5 1 2 6 1 6 1 5 1 2 3m 1 2 5 1 2 3m 1 2 3m 1 2 1 4 5 6m 4 5 1 4 5 6m 4 5 6m 4 5 1 5 b7 4
we stand i46303,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we stand i46303,We Stand,Jesus Culture,D,1 2 5 1 2 5 1 2 5 1 2 5 3m 2 5 1 2 5 1 2 5 1 2 5 5 1 2 5 1 2 3m 1 2 1 2 1 5 3m 2 1 5 3m 2,,,,1 2 5 1 2 5 1 2 5 1 2 5 3m 2 5 1 2 5 1 2 5 1 2 5 5 1 2 5 1 2 3m 1 2 1 2 1 5 3m 2 1 5 3m 2
we wanna see i110,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we wanna see i110,We Wanna See,Doug Horley,G,1 5 6m 4 5 1 2 1 5 6m 4 5 1 1 5 6m 4 5 1 1 5 6m 2 4 5,,1 5 6m 4 5 1 1 5 6m 4 5 1,,1 5 6m 4 5 1 2 1 5 6m 4 5 1 1 5 6m 4 5 1 1 5 6m 2 4 5 1 5 6m 4 5 1 1 5 6m 4 5 1
we want to see jesus lifted high i110,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we want to see jesus lifted high i110,We Want To See Jesus Lifted High,Doug Horley,G,1 5 6m 4 5 1 2 1 5 6m 4 5 1 1 5 6m 4 5 1 1 5 6m 2 4 5,,1 5 6m 4 5 1 1 5 6m 4 5 1,,1 5 6m 4 5 1 2 1 5 6m 4 5 1 1 5 6m 4 5 1 1 5 6m 2 4 5 1 5 6m 4 5 1 1 5 6m 4 5 1
we want to see jesus lifted high i110 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we want to see jesus lifted high i110 2,We Want To See Jesus Lifted High,Doug Horley,G,1 5 6m 4 5 1 2 1 5 6m 4 5 1 1 5 6m 4 5 1 1 5 6m 2 4 5,,1 5 6m 4 5 1 1 5 6m 4 5 1,,1 5 6m 4 5 1 2 1 5 6m 4 5 1 1 5 6m 4 5 1 1 5 6m 2 4 5 1 5 6m 4 5 1 1 5 6m 4 5 1
we will dance i1703,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we will dance i1703,We will dance,"Vineyard, David Ruis",G,5 2 2 1 5 4 1 5 4 1 5 2 5 1 5 4 1 5 4 1 b3 2 2,,5 4 1 5 4 1 5 4 1 5 4 1 5,,5 2 2 1 5 4 1 5 4 1 5 2 5 1 5 4 1 5 4 1 b3 2 2 5 4 1 5 4 1 5 4 1 5 4 1 5
we will glorify i1950,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we will glorify i1950,We will glorify,Philip Lawson Johnston,G,1 5 1 4 5 4 5 1 3m 4 1 2m 3m 1,,5 1 5 1 4 5 1 5 1 5 1 4 5 1,,1 5 1 4 5 4 5 1 3m 4 1 2m 3m 1 5 1 5 1 4 5 1 5 1 5 1 4 5 1
we will not be shaken i45904,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we will not be shaken i45904,We Will Not Be Shaken,Bethel Music,A,1 4 6m 1 4,,1 4 6m 1 4 1 4 6m 1 4 4 6m 1 4 1 5 1 4 6m 1 4 1 4 6m 1 4 1 4 6m 1 4 1 4 6m 1 4,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5,1 4 6m 1 4 1 4 6m 1 4 1 4 6m 1 4 4 6m 1 4 1 5 1 4 6m 1 4 1 4 6m 1 4 1 4 6m 1 4 1 4 6m 1 4 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5
we will run i46304,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we will run i46304,We Will Run,Jesus Culture,B,b6 b7 b6 b6 b7 b6 b6 b7,,b6 b3 b7 b6 b3 b7 b6 b3 b7 b6 b3 b7,b6 b7 5m b7,b6 b7 b6 b6 b7 b6 b6 b7 b6 b3 b7 b6 b3 b7 b6 b3 b7 b6 b3 b7 b6 b7 5m b7
we win i42504,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we win i42504,We Win,"David Crowder, Jack Parker, Mike Dodson",A,5 1 b3m 5 5 1 b3m 5,,4 1 5 1 4 1 3m 1 1 5 1 4 5,5 4 1 5 4 1 5,5 1 b3m 5 5 1 b3m 5 4 1 5 1 4 1 3m 1 1 5 1 4 5 5 4 1 5 4 1 5
we worship you for who you are i1837,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we worship you for who you are i1837,We Worship You for Who You are,Israël Houghton,F,7 #4 6 3 3 #4 3m 6 7 #4 6 3 3 #4 3m 6,,7 #4 6 3 7 #4 6 3 7 #4 6 3 7 #4m 5 7 #4 6 3 7 #4 6 3 7 #4 6 3 7 #4m 5,7m 2 3 7m 6 3,7 #4 6 3 3 #4 3m 6 7 #4 6 3 3 #4 3m 6 7 #4 6 3 7 #4 6 3 7 #4 6 3 7 #4m 5 7 #4 6 3 7 #4 6 3 7 #4 6 3 7 #4m 5 7m 2 3 7m 6 3
weight of heaven i48006,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\weight of heaven i48006,Weight of heaven,Jesus Culture,Bb,6m 4 1 5,,6m 4 1 6m 4 1 6m 4 1 6m 4 1,4 5 4 5 4 5 4 5,6m 4 1 5 6m 4 1 6m 4 1 6m 4 1 6m 4 1 4 5 4 5 4 5 4 5
were god not with us at this time i11129,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\were god not with us at this time i11129,Were God Not With Us At This Time,"from Walter's Geistliche Gesangbüchlein, 1524, Luther, Martin (1483-1546)",A,b2 1 1,,,,b2 1 1
what a beautiful name i13059,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what a beautiful name i13059,What a Beautiful Name,"Hillsong, Hillsong Worship",G,1 4 6m 5 6m 5 1 4 6m 5 1 4 6m 5 6m 5 1 4 6m 5,,1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 6m 5 4 2 1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 6m 5 4 2,4 5 6m 3m 4 5 6m 5 4 5 6m 3m 4 5 6m 5,1 4 6m 5 6m 5 1 4 6m 5 1 4 6m 5 6m 5 1 4 6m 5 1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 6m 5 4 2 1 5 2 2 6m 5 4 1 5 2 6m 5 4 2 6m 5 4 2 4 5 6m 3m 4 5 6m 5 4 5 6m 3m 4 5 6m 5
what a child is meant to be i42508,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what a child is meant to be i42508,What a Child Is Meant to Be,Kathryn Scott,C,1 5 1 5 1 1 4 5 1 5 1 1 1 1 4 b6 5 5 1 6 4 4 b6 5,,1 4 1 1 6m 1 4 6m 5 6m 1 b6 5 1 1 4 1 1 b6 5 1 6,,1 5 1 5 1 1 4 5 1 5 1 1 1 1 4 b6 5 5 1 6 4 4 b6 5 1 4 1 1 6m 1 4 6m 5 6m 1 b6 5 1 1 4 1 1 b6 5 1 6
what a friend i42509,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what a friend i42509,What a Friend,Martin Smith,C,1 2m 1 2m 6 6 1 2m 1 2m 1 2m 1 2m 6 6 1 2m 1 2m,,4 1 4 1 6m 5 1 4 1 5 1,,1 2m 1 2m 6 6 1 2m 1 2m 1 2m 1 2m 6 6 1 2m 1 2m 4 1 4 1 6m 5 1 4 1 5 1
what a saviour i46403,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what a saviour i46403,What A Saviour,"Hillsong Worship, Joel Houston, Chris Davenport",F,1 5 1 5 3 1 5 2 1 5 1 5 3m 5 2 1,,3m 1 5 2 3m 1 5 2 1 5 3m 2 1 5 3m 2,1 2 7m 3m 5 1 2 7m 5,1 5 1 5 3 1 5 2 1 5 1 5 3m 5 2 1 3m 1 5 2 3m 1 5 2 1 5 3m 2 1 5 3m 2 1 2 7m 3m 5 1 2 7m 5
what an awesome god i109055,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what an awesome god i109055,WHAT AN AWESOME GOD,Phil Wickham,D,1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 3m 1 5 5 2 3m 1 5 2 3m 2 1 5 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 6m 7m 3m 1 5 2 3m 1 5 5 2 3m 1 5 5 2 3m 1 5 2 3m 2 1 5 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 6m 7m 3m 1 5 5 2 3m 1 5 2 3m 1 5 2 3m 5 1 5 1 5 2 3m 1 5 5 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 6m 7m 3m 6m 7m 3m 6m 7m 3m 1 5 2 3m 1 5 3m 1 5 2 3m 1 5 2 1,,,,1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 3m 1 5 5 2 3m 1 5 2 3m 2 1 5 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 6m 7m 3m 1 5 2 3m 1 5 5 2 3m 1 5 5 2 3m 1 5 2 3m 2 1 5 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 6m 7m 3m 1 5 5 2 3m 1 5 2 3m 1 5 2 3m 5 1 5 1 5 2 3m 1 5 5 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 6m 7m 3m 6m 7m 3m 6m 7m 3m 1 5 2 3m 1 5 3m 1 5 2 3m 1 5 2 1
what child is this i1694,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what child is this i1694,What Child Is This?,"English, Dix, William Chatterton (1837-1865)",D,5,,,,5
what do i know of holy i42506,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what do i know of holy i42506,What Do I Know of Holy,"Alli Rogers, Jenny Simmons",C,6m 3m 6 6m 3m 6m 1 6m 1 5 6m 3m 6m 3m 6m 1 6m 1 5 6,6m 5 6m 5 6m 5 6 6m 5,6m 1 5 4 1 5 6m 4 6m 4 5 6m 4 6m,6m 3m 4 4 5 4 6 6m 3m 4 4 5 4 6m 5 6m 4,6m 3m 6 6m 3m 6m 1 6m 1 5 6m 3m 6m 3m 6m 1 6m 1 5 6 6m 5 6m 5 6m 5 6 6m 5 6m 1 5 4 1 5 6m 4 6m 4 5 6m 4 6m 6m 3m 4 4 5 4 6 6m 3m 4 4 5 4 6m 5 6m 4
what i see i106117,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what i see i106117,What I see,Elevation Worship,C,1 1 1 1 4 1 4 1 1 4 1 4 1 1 1 4 1 2m 4 1 1 1 1 1 1 1 1 1 1 6m 4 1 5 1 6m 4 1 5 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1,,,,1 1 1 1 4 1 4 1 1 4 1 4 1 1 1 4 1 2m 4 1 1 1 1 1 1 1 1 1 1 6m 4 1 5 1 6m 4 1 5 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1
what the lord has done in me i1871,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what the lord has done in me i1871,What the Lord has done in me,"Hillsong, Reuben Morgan",C,1 5 1 6m 4 6m 6m 5 1 5 1 2m 5 1 5 1 5 1 4 6m 5 1 5 1 2m 5 1 1 5 1 4 6m 5 1 5 1 2m 5 1,,6m 5 6m 4 1 6m 5 6m 5 1 5 1,,1 5 1 6m 4 6m 6m 5 1 5 1 2m 5 1 5 1 5 1 4 6m 5 1 5 1 2m 5 1 1 5 1 4 6m 5 1 5 1 2m 5 1 6m 5 6m 4 1 6m 5 6m 5 1 5 1
what the world will never take i42511,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what the world will never take i42511,What the World Will Never Take,Hillsong United,A,1 1 4 4 1 1 4 3,1 2 3 1,1 1 4 6 2 4 1 4 6 2 4 1 4 1,,1 1 4 4 1 1 4 3 1 2 3 1 1 1 4 6 2 4 1 4 6 2 4 1 4 1
what wondrous love is this i42507,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\what wondrous love is this i42507,What Wondrous Love Is This,"Alexander Means, Gordon Mack",C,6m 4 5 6m 6m 4 5 6m 2m 4 5 6m 4 5 6m 4 5,,6m 5 1,,6m 4 5 6m 6m 4 5 6m 2m 4 5 6m 4 5 6m 4 5 6m 5 1
when christs appearing was made known i11260,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when christs appearing was made known i11260,When Christ's Appearing Was Made Known,"from Klug's Geistliche Lieder, Wittenberg, 1533, Sedulius, Coelius (5th Century)",Eb,5,,,,5
when i am weak i826,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when i am weak i826,When I am Weak,Dennis L. Jernigan,G,1 5 6m 2m 3m 4 1 5 1 5 1 5 6m b3 2 3m 4 2 1 5 1 5 1 5 6m 3m 4 1 5 1 5 1 5 6m 3m 4 2m 1 5 1 5,,1 5 6m 3m 4 1 5 1 5 1 5 6m 3m 4 1 5 1 5 2m,,1 5 6m 2m 3m 4 1 5 1 5 1 5 6m b3 2 3m 4 2 1 5 1 5 1 5 6m 3m 4 1 5 1 5 1 5 6m 3m 4 2m 1 5 1 5 1 5 6m 3m 4 1 5 1 5 1 5 6m 3m 4 1 5 1 5 2m
when i call on jesus i42512,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when i call on jesus i42512,When I Call on Jesus,Nicole C. Mullen,E,1 5 4 1 5 4 1 5 4 b7 5 1 5 4 1 5 4 1 5 4 b7 5 4 1 4 6m 5 1 4 5 4 1 5 4 1 5 4 1 5 4 b7 5 1 4 6m 5 1 4 5,,1 5 4 1 5 1 5 4 1 4 5 1 b6 b7 1 b6 b7 1 1 5 4 1 5 1 5 4 1 4 5 2 6 5 2 6 2 6 5 2 5 6 2 b7 1 5 b7 1 5,1m 4 1m 4 1m 4 5 1m 4 1m 4 1m 4 5 6,1 5 4 1 5 4 1 5 4 b7 5 1 5 4 1 5 4 1 5 4 b7 5 4 1 4 6m 5 1 4 5 4 1 5 4 1 5 4 1 5 4 b7 5 1 4 6m 5 1 4 5 1 5 4 1 5 1 5 4 1 4 5 1 b6 b7 1 b6 b7 1 1 5 4 1 5 1 5 4 1 4 5 2 6 5 2 6 2 6 5 2 5 6 2 b7 1 5 b7 1 5 1m 4 1m 4 1m 4 5 1m 4 1m 4 1m 4 5 6
when i look into your holiness i1619,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when i look into your holiness i1619,When I look into your holiness,Cathy Perrin & Wayne Perrin,C,1 2m 1 4 1 2m b6 5 1 2m 1 4 1 2m b6 5,,4 5 3m 6m 2m 5 1 4 1,,1 2m 1 4 1 2m b6 5 1 2m 1 4 1 2m b6 5 4 5 3m 6m 2m 5 1 4 1
when i survey the wondrous cross i70,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when i survey the wondrous cross i70,When I Survey the Wondrous Cross,"Hatton, John (1710-1793), Watts, Isaac (1674-1748), Chris Tomlin, Isaac Watts, Jesse Reeves, J.D. Walt, Lowell Mason",Eb,7 3 7 7 3 7 #4 7 3 7 7 #4 3 7 7 3 7 7 3 7 #4 7 3 7 7 #4 3 7 #4 7 3 7 7 3 7 #4 7 3 7 7 #4 3 7,,3 7 3 7 3 7 #4 3 7 3 7 3 7 #4,,7 3 7 7 3 7 #4 7 3 7 7 #4 3 7 7 3 7 7 3 7 #4 7 3 7 7 #4 3 7 #4 7 3 7 7 3 7 #4 7 3 7 7 #4 3 7 3 7 3 7 3 7 #4 3 7 3 7 3 7 #4
when i think about the lord i42515,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when i think about the lord i42515,When I Think About the Lord,James Huey,G,1 5 6m 6 2m 6m 4 5 1 5 6m 6 2m b7 5,,1 5 6m 6 2m 6m 4 5,,1 5 6m 6 2m 6m 4 5 1 5 6m 6 2m b7 5 1 5 6m 6 2m 6m 4 5
when my hope is lost i75735,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when my hope is lost i75735,When my hope is lost,Owl City,G,1 5 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 2 1 2 1 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 2 5 1 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 6m 3m 2 1 5 2 1 3m 2 1 5 2 1 3m 6m 1 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 6m 3m 2 1 5 2 3m 1 6m 3m 2 1 5 2 1 6m 3m 2,,1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 6m 3m 2 1 5 2 1 6m 3m 2,,1 5 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 2 1 2 1 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 2 5 1 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 6m 3m 2 1 5 2 1 3m 2 1 5 2 1 3m 6m 1 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 6m 3m 2 1 5 2 3m 1 6m 3m 2 1 5 2 1 6m 3m 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 6m 3m 2 1 5 2 1 6m 3m 2
when peace like a river i11143,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when peace like a river i11143,When Peace Like a River,"Bliss, Philip Paul (1838-1876), Spafford, Horatio Gates (1828-1888)",Db,7 3 7 b6 b6m b2 #4 7 3 b2 #4 7 3 #4 7 7 3 7 b6m b2 #4 7 3 b2 #4 7 3 #4 7 7 3 7 b6m b2 #4 7 3 b2 #4 7 3 #4 7 7 3 7 b6m b2 #4 6 b6 7 3 b2 #4 7 3 #4 7,,7 #4 #4 7 3 7 #4 7,,7 3 7 b6 b6m b2 #4 7 3 b2 #4 7 3 #4 7 7 3 7 b6m b2 #4 7 3 b2 #4 7 3 #4 7 7 3 7 b6m b2 #4 7 3 b2 #4 7 3 #4 7 7 3 7 b6m b2 #4 6 b6 7 3 b2 #4 7 3 #4 7 7 #4 #4 7 3 7 #4 7
when tears fall i42516,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when tears fall i42516,When Tears Fall,Newsboys,E,4 5 6m 4 6m 5 4 5 6m 4 6m 5 4 5 6m 4 6m 5 4 5 6m 4 6m 5,,4 1 5 4 4 1 5 4 4 1 5 6m,4 5 1 4 4 5 1 4 4 5 1 4 4 5 1 4,4 5 6m 4 6m 5 4 5 6m 4 6m 5 4 5 6m 4 6m 5 4 5 6m 4 6m 5 4 1 5 4 4 1 5 4 4 1 5 6m 4 5 1 4 4 5 1 4 4 5 1 4 4 5 1 4
when the fight calls i48047,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when the fight calls i48047,When the fight calls,Hillsong Young & Free,C,4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5,,4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 6m,4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m,4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m
when the music fades i109,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\when the music fades i109,When the Music Fades,Matt Redman,E,1 5 2m 5 1 5 2m 5,2m 1 5 4 2m 1 5 4 2m 1 5 2m 1 5,1 5 2m 1 4 5 1 5 2m 1 4 5 1,,1 5 2m 5 1 5 2m 5 2m 1 5 4 2m 1 5 4 2m 1 5 2m 1 5 1 5 2m 1 4 5 1 5 2m 1 4 5 1
