file_name,file_path,title,author,key,verse,pre_chorus,chorus,bridge,full_progression
living with a fire i48960,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\living with a fire i48960,Living With A Fire,Jesus Culture,C,6 6 6 6m 6,,,,6 6 6 6m 6
lo god is here i11103,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lo god is here i11103,Lo! God Is Here,"Neander, Joachim (1650-1680), Tersteegen, Gerhard (1697-1769)",G,b3,,,,b3
lo how a rose eer blooming i11166,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lo how a rose eer blooming i11166,"Lo, How A Rose E'er Blooming","from Altes Catholische Geistliche Kirchengeseng, Köln, 1599, German, Layriz, Fridrich (1808-1859)",F,3 4 3 3 4,,,,3 4 3 3 4
look to the son i47181,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\look to the son i47181,Look To The Son,Hillsong Worship,C,4 1 5 4 1 5 4 1 5 4 b7 1 5 b7,,4 1 5 4 1 5 4 1 5 4 1 5 4 1 5,5 4 1 5 4 1 5 4 1 5,4 1 5 4 1 5 4 1 5 4 b7 1 5 b7 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 5 4 1 5 4 1 5 4 1 5
look upon the lord i46737,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\look upon the lord i46737,Look Upon The Lord,Kari Jobe,E,1m 7 b7 7 b7 1m 7 b7 7 b7 4m 1m b3 b7 4m 1m b3 7 b7 1m 7 b7 7 b7 1m 7 b7 7 b7 4m 1m b3 b7 4m 1m b3 7 b7,,b3 b7 1m 7 b7 4m 1m b7 4m 1m 7 b7,1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 4m 1m b3 b7 4m 1m b3 7 b7,1m 7 b7 7 b7 1m 7 b7 7 b7 4m 1m b3 b7 4m 1m b3 7 b7 1m 7 b7 7 b7 1m 7 b7 7 b7 4m 1m b3 b7 4m 1m b3 7 b7 b3 b7 1m 7 b7 4m 1m b7 4m 1m 7 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 4m 1m b3 b7 4m 1m b3 7 b7
lord enthroned in heavenly splendor i11169,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord enthroned in heavenly splendor i11169,"Lord, Enthroned in Heavenly Splendor","Owen, William (1813-1893), Bourne, George Hugh (1840-1925)",Bb,1 1,,,,1 1
lord here i am i87200,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord here i am i87200,"Lord, here I am",Lurianne Moolman,C,4 5 1 3m 6m 4 5 1 4 5 1 3m 6m 4 5 1 4 5 1 3m 6m 4 5 1 4 5 1 3m 6m 4 5 1 4 5 1,,1 3m 6m 4 5 1 1 3m 6m 4 5 1 1 3m 6m 4 5 1 1 3m 6m 4 5 1,,4 5 1 3m 6m 4 5 1 4 5 1 3m 6m 4 5 1 4 5 1 3m 6m 4 5 1 4 5 1 3m 6m 4 5 1 4 5 1 1 3m 6m 4 5 1 1 3m 6m 4 5 1 1 3m 6m 4 5 1 1 3m 6m 4 5 1
lord i come to receive your love i87380,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord i come to receive your love i87380,Lord I come to receive Your love,Philip Moolman,D,1 5 1 4 1 5 1 5 6m 5m 2m 1 5 4 5 1 4 5 1 4 5 6m 4 2m 5 1 5 1 4 1 5 1 5 6m 5m 2m 1 5 6m 1 6m 4 1,4 5 1 4 1 5 1 5 1 4 1 5 1 5 1 4 1 1 1 5 1 4 1 5 1 5 1 4 1 1,1 5 6m 4 1 5 6m 4,4 5 1 4 1 5,1 5 1 4 1 5 1 5 6m 5m 2m 1 5 4 5 1 4 5 1 4 5 6m 4 2m 5 1 5 1 4 1 5 1 5 6m 5m 2m 1 5 6m 1 6m 4 1 4 5 1 4 1 5 1 5 1 4 1 5 1 5 1 4 1 1 1 5 1 4 1 5 1 5 1 4 1 1 1 5 6m 4 1 5 6m 4 4 5 1 4 1 5
lord i come to you i163,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord i come to you i163,Lord I come to You,"Hillsong, Geoff Bullock",G,1 5 6m 3m 6m 5 4 5 6m 4 5 1 5 6m 3m 6m 5 4 5 4 1 5 6m 1 b3 b3,,4 5 4 1 5 6m 1 4 5 4 1 5m 1 4 5 4 1 b3 5 6m 5 4 5 4 1,,1 5 6m 3m 6m 5 4 5 6m 4 5 1 5 6m 3m 6m 5 4 5 4 1 5 6m 1 b3 b3 4 5 4 1 5 6m 1 4 5 4 1 5m 1 4 5 4 1 b3 5 6m 5 4 5 4 1
lord i dont know i42286,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord i dont know i42286,Lord (I Don't Know),"Peter Furler, Steve Taylor",G,6m 1 5 6m 1 5 6m 1 5 4 6m 1 5 6m 1 5 6m 1 5 4,,1 5 2m 4 1 5 1 5 2m 4 1 5 2,4 1 5 4 1 5 1 5 2m 4 1 5 1 5 2m 4 1 5 2,6m 1 5 6m 1 5 6m 1 5 4 6m 1 5 6m 1 5 6m 1 5 4 1 5 2m 4 1 5 1 5 2m 4 1 5 2 4 1 5 4 1 5 1 5 2m 4 1 5 1 5 2m 4 1 5 2
lord i lift your name on high i17,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord i lift your name on high i17,"Lord, I Lift Your Name On High",Rick Founds,G,1 4 5 1 4 5 4 1 4 5 1 4 b6 5 4 5,,1 4 5 4 1 4 5 4 1 2m 5 6m 1 2m b6 5 1,,1 4 5 1 4 5 4 1 4 5 1 4 b6 5 4 5 1 4 5 4 1 4 5 4 1 2m 5 6m 1 2m b6 5 1
lord i need you i6150,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord i need you i6150,Lord I Need You,Matt Maher,G,1 4 1 6m 5 4 1 4 1 1 5 4 1 4 1 6m 5 4 1 4 1 2m b6 5 1,,1 4 1 5 6m 4 1 5 1 4 1 4 1 5 1 4,4 1 5 6m 4 1 4 4 1 5 6m 4 5 1 4,1 4 1 6m 5 4 1 4 1 1 5 4 1 4 1 6m 5 4 1 4 1 2m b6 5 1 1 4 1 5 6m 4 1 5 1 4 1 4 1 5 1 4 4 1 5 6m 4 1 4 4 1 5 6m 4 5 1 4
lord i1863,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord i1863,Lord,Hillsong,F,1 6m 4 2m 5 5 b2 1 6m 4 5 6m 2m 5 6m 4 1 6m 4 2m 5 5 b2 1 6m 4 5 6m 2m 5 6m 4,,1 6m 4 2 5 1 6m 4 2 5,1 6m 4 2 5 1,1 6m 4 2m 5 5 b2 1 6m 4 5 6m 2m 5 6m 4 1 6m 4 2m 5 5 b2 1 6m 4 5 6m 2m 5 6m 4 1 6m 4 2 5 1 6m 4 2 5 1 6m 4 2 5 1
lord let your glory fall i25502,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord let your glory fall i25502,"Lord, let Your glory fall",Matt Redman,D,1 5 4 1 4 b6 6m 1 4 2m 4 1 1 5 4 1 b6 5 4 6m 1 4 2m 4 1 5 5,,1 4 1 4 6m 1 4 1 4,,1 5 4 1 4 b6 6m 1 4 2m 4 1 1 5 4 1 b6 5 4 6m 1 4 2m 4 1 5 5 1 4 1 4 6m 1 4 1 4
lord of glory who hast bought us i11172,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord of glory who hast bought us i11172,"Lord of Glory, Who Hast Bought Us","Prichard, Rowland H. (1811-1887), Alderson, Eliza Sibbald Dykes (1818-1889)",F,4 4 4 4,,,,4 4 4 4
lord of life all praise excelling i11173,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord of life all praise excelling i11173,"Lord of Life, All Praise Excelling","Prichard, Rowland H. (1811-1887), Moore, Clement Clarke (1779-1863)",F,4,,,,4
lord reign in me i71,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord reign in me i71,"Lord, Reign in Me",Brenton Brown,A,1 4 1 4 6m 4 2m 4,,1 5 4 5 1 5 4 5 6m 5 4 5 2m 4 5,,1 4 1 4 6m 4 2m 4 1 5 4 5 1 5 4 5 6m 5 4 5 2m 4 5
lord the light of your love is shining i854,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord the light of your love is shining i854,"Lord, the light of Your love is shining",Graham Kendrick,A,1 4 1 5 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5 1 4 1 5 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5 1 4 1 5 b2 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5,,1 5 1 4 2m 5 1 5 1 4 2m b7 5 1 5 1 4 2m 5 1 5 1 4 2m 5 1 4 5 4,,1 4 1 5 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5 1 4 1 5 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5 1 4 1 5 b2 1 4 1 5 4 5 3m 6m 4 5 3m 6m b7 5 b7 5 1 5 1 4 2m 5 1 5 1 4 2m b7 5 1 5 1 4 2m 5 1 5 1 4 2m 5 1 4 5 4
lord who at canas wedding feast i11176,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord who at canas wedding feast i11176,"Lord, Who at Cana's Wedding Feast","Westlake, Frederick (1840-1898), Thrupp, Adelaide (1831-1908)",G,b3 2 2 2,,,,b3 2 2 2
lord who throughout these forty days i11177,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord who throughout these forty days i11177,Lord Who Throughout These Forty Days,"from Day's Psalter, 1563, Hernaman, Claudia Frances Ibotson (1838-1898)",F,4 4,,,,4 4
lord you are more precious than silver i6393,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord you are more precious than silver i6393,"Lord, You are more Precious than Silver",Lynn DeShazo,D,1 5 4 1 5 4 5 1 5 4 1 4 5 1,,,4 5 1,1 5 4 1 5 4 5 1 5 4 1 4 5 1 4 5 1
lord you have my heart i48,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord you have my heart i48,Lord You Have My Heart,"Martin Smith, Delirious?",C,6m 4 1 b6 5 6m 4 5 1 6m 4 1 b6 5 6m 4 5 1 6,,1 b2 4 1 b6 5 1 b2 4 1 b6 5 1 b2 4 1 b6 5 b7 4 1 b6 5 1 1 b2 4 1 b6 5 1 b2 4 1 b6 5 1 b2 4 1 b6 b7 5 4 1 b6 5 1,4 1 b6 5 1 4 1 b6 5 1,6m 4 1 b6 5 6m 4 5 1 6m 4 1 b6 5 6m 4 5 1 6 1 b2 4 1 b6 5 1 b2 4 1 b6 5 1 b2 4 1 b6 5 b7 4 1 b6 5 1 1 b2 4 1 b6 5 1 b2 4 1 b6 5 1 b2 4 1 b6 b7 5 4 1 b6 5 1 4 1 b6 5 1 4 1 b6 5 1
lord your goodness i106575,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lord your goodness i106575,Lord Your goodness,Hillsong,E,1 3m 4 1 2m 4 5 4 5 6m 2 4 1 4 5 6m 2 4 1 2m 6m 2 2 4 5 1 3m 4 1 2m 4 5 1 3m 4 1 4 5 1 3m 4 1 2m b2 4m #4 b2 b3m #4 b6 b2 4m #4 b2 #4 b6 b2 b7m b7m b3 #4 b2,,,,1 3m 4 1 2m 4 5 4 5 6m 2 4 1 4 5 6m 2 4 1 2m 6m 2 2 4 5 1 3m 4 1 2m 4 5 1 3m 4 1 4 5 1 3m 4 1 2m b2 4m #4 b2 b3m #4 b6 b2 4m #4 b2 #4 b6 b2 b7m b7m b3 #4 b2
lost in wonder i51,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lost in wonder i51,Lost in Wonder,Martin Layzell,Bb,1 6m 4 1 5 1 7 6m 4 1 5,2m 1 b6 2m 1 b6 5,1 6m 4 5 1 6m 4 5 7m 7m,,1 6m 4 1 5 1 7 6m 4 1 5 2m 1 b6 2m 1 b6 5 1 6m 4 5 1 6m 4 5 7m 7m
love divine i42294,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love divine i42294,Love Divine,"Charles Wesley, John Zundel",F,1 4 1 5 6m 3 4 1 5 2 5 1 4 1 5 6m 5 1 4 1 5 1 1 3 6m 4 5 1 1 6m 2 5 4 1 5 1 5 1 4 1 5 1 4 4,,,,1 4 1 5 6m 3 4 1 5 2 5 1 4 1 5 6m 5 1 4 1 5 1 1 3 6m 4 5 1 1 6m 2 5 4 1 5 1 5 1 4 1 5 1 4 4
love goes on i47345,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love goes on i47345,Love Goes On,Hillsong Young & Free,A,1 3m 5 1 3m 5 1 3m 5 1 3m 5 1 3m 5 b2 1 3m 5 1 3m 5 1 3m 5 1 3m 5 3m 1 5 2 3m 1 5 2 b2,,1 2 1 5 2 3m 1 3m 2 1 5 2 3m 1 3m 2,,1 3m 5 1 3m 5 1 3m 5 1 3m 5 1 3m 5 b2 1 3m 5 1 3m 5 1 3m 5 1 3m 5 3m 1 5 2 3m 1 5 2 b2 1 2 1 5 2 3m 1 3m 2 1 5 2 3m 1 3m 2
love has a name i47666,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love has a name i47666,Love Has a Name,Jesus Culture,C,3m 2 5 6 2 6m 6 3m 2 5 2 6 3m 2 5 6 2 6m 6 3m 2 5 2 6 3m 2 5 6 2 6m 6 3m 2 5 6 2 6,,1 5 2 3m 1 5 2 3m 1 6 5 2 6 3m 1 6 5 2 6 1 5 2 3m 1 5 2 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 3m 6 1 5 2 3m 1 5 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 3m 6 1 5 2 3m 1 5 2 1 5 2 3m 1 5 1 5 2 3m 1 5 1 6 5 2 6 3m 1 6 5 2 3m 6 1 6 5 2 6 3m 1 6 5 2 3m 6,6m 5 2 3m 6m 5 2 3m 6m 5 2 3m 1 5 2 1 5 2,3m 2 5 6 2 6m 6 3m 2 5 2 6 3m 2 5 6 2 6m 6 3m 2 5 2 6 3m 2 5 6 2 6m 6 3m 2 5 6 2 6 1 5 2 3m 1 5 2 3m 1 6 5 2 6 3m 1 6 5 2 6 1 5 2 3m 1 5 2 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 3m 6 1 5 2 3m 1 5 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 6 3m 1 6 5 2 3m 6 1 5 2 3m 1 5 2 1 5 2 3m 1 5 1 5 2 3m 1 5 1 6 5 2 6 3m 1 6 5 2 3m 6 1 6 5 2 6 3m 1 6 5 2 3m 6 6m 5 2 3m 6m 5 2 3m 6m 5 2 3m 1 5 2 1 5 2
love is war i47684,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love is war i47684,Love is War,Hillsong United,A,1 b7 1 b7 1 b7 1 b7,,b7 4 1 b2 b7 4 1 b7 4 1 b7 4 1,b7 1 5m b7 4 1 5m b7 1 5m 1 b7 4 1,1 b7 1 b7 1 b7 1 b7 b7 4 1 b2 b7 4 1 b7 4 1 b7 4 1 b7 1 5m b7 4 1 5m b7 1 5m 1 b7 4 1
love liberty disco i42297,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love liberty disco i42297,"Love, Liberty, Disco",Newsboys,D,3m 1 3m 1 3m 1 3m 1 3m 1 3m 1 5 5 b6 3m 1 3m 1 4 3m 1 3m 1 b6 3m 1 5 3m 1 4,,1 4 1 4 5 1 4 1 4,6m 5 4 3m 1 5 4 3m 1,3m 1 3m 1 3m 1 3m 1 3m 1 3m 1 5 5 b6 3m 1 3m 1 4 3m 1 3m 1 b6 3m 1 5 3m 1 4 1 4 1 4 5 1 4 1 4 6m 5 4 3m 1 5 4 3m 1
love on the line i46358,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love on the line i46358,Love On The Line,"Aryel Murphy, Scott Ligertwood, Brooke Ligertwood",E,1m b3 1m b3 1m b3 1m b3 b7 1m b3 1m b3 b7,,b3 b7 1m b6 b3 4m b7 1m b6,b3 b7 1m b6,1m b3 1m b3 1m b3 1m b3 b7 1m b3 1m b3 b7 b3 b7 1m b6 b3 4m b7 1m b6 b3 b7 1m b6
love so great i47179,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love so great i47179,Love So Great,Hillsong Worship,E,1 2 1 4 2 4 1 3m 2,,2 3m 1 2 3m 2,3m 3m 3m 3m 3m 3m 3m 1 3m 1 3m 1 3m 1,1 2 1 4 2 4 1 3m 2 2 3m 1 2 3m 2 3m 3m 3m 3m 3m 3m 3m 1 3m 1 3m 1 3m 1
love song for a savior i42296,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love song for a savior i42296,Love Song for a Savior,"Dan Haseltine, Charlie Lowell, Matt Bronleewe, Stephen Mason",G,6m b6 b2 1 6m b6 1 1 6m b6 1 6m b6 1 6m 5 b2 1 6m b6 1 1 6m b6 2 1 6m b6 1,7 1 b2 7 1 b2 b3 b3 2 1 7 1 7 2m b2 6m b6 1 7 1 b2 7 1 b2 1 b3 b3 2 7 1 7 2m b2 6m b6 1,1 4 2m 6m b6 1 4 2m 6m b6 6m 5 1 6m 5 1,6m 6m 5 1 2m 1 6m 2 b6 2m 1 6m 5 6m b6 1 6m b6 1 1 6m b6 1 6m b3,6m b6 b2 1 6m b6 1 1 6m b6 1 6m b6 1 6m 5 b2 1 6m b6 1 1 6m b6 2 1 6m b6 1 7 1 b2 7 1 b2 b3 b3 2 1 7 1 7 2m b2 6m b6 1 7 1 b2 7 1 b2 1 b3 b3 2 7 1 7 2m b2 6m b6 1 1 4 2m 6m b6 1 4 2m 6m b6 6m 5 1 6m 5 1 6m 6m 5 1 2m 1 6m 2 b6 2m 1 6m 5 6m b6 1 6m b6 1 1 6m b6 1 6m b3
love song i42295,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love song i42295,Love Song,"Mac Powell, Brad Avery, David Carr, Mark Lee, Tai Anderson",G,6m 4 2 2 5 1 3 6m 4 5 1 2,4 1 4 5,1 5 4 1 5 1 5 4 6m 5,3m 6m 4 1 3m 6m 4 5,6m 4 2 2 5 1 3 6m 4 5 1 2 4 1 4 5 1 5 4 1 5 1 5 4 6m 5 3m 6m 4 1 3m 6m 4 5
love wont let me down i47701,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love wont let me down i47701,Love Won't Let Me Down,Hillsong Young & Free,C,6 b7,,,,6 b7
love you with the truth i45715,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\love you with the truth i45715,Love You With The Truth,Casting Crowns,A,1m b6 b7 5m 1 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 4m 1m b7 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m b2 4m 1m b7 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6,,1m b7 4m 1m b3 b7 1m b6 1m b7 4m 1m b3 b7 1m b6 1m b7 4m 1m b3 b7 1m b6,4m 1m b3 b7 4m 1m b3 b7 1 4m 1m b3 b7 4m 1m b3 b7 1,1m b6 b7 5m 1 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 4m 1m b7 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m b2 4m 1m b7 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 4m 1m b7 1m b6 b7 5m 1m b6 b7 5m 1m b6 b7 5m 1m b6 1m b7 4m 1m b3 b7 1m b6 1m b7 4m 1m b3 b7 1m b6 1m b7 4m 1m b3 b7 1m b6 4m 1m b3 b7 4m 1m b3 b7 1 4m 1m b3 b7 4m 1m b3 b7 1
loved i47136,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\loved i47136,Loved,Kutless,B,b3 b6 b3 b6 b3 b6 b3 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b3 b6 b3 b6 b3 b6 b3 b6 b3 b6 b3 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 4m b6 b3 4m b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b7 b6 b3 b6,,,,b3 b6 b3 b6 b3 b6 b3 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b3 b6 b3 b6 b3 b6 b3 b6 b3 b6 b3 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 4m b6 b3 4m b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b7 b3 b6 b7 b3 b6 b7 b3 b6 b7 b6 b7 b6 b3 b6
lurianne smile i87929,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lurianne smile i87929,Lurianne: Smile,Philip Moolman,A,1m 1m 1m 1 4m 4m 1m b6 5 1 1m 4m 1 4m 1m b6 5 1 4 1 1 4 4 1 5 4 1,b6 1m b6 1 b6 1m b6 1,1 b7 4 1 1 b7 4 1 1 b7 4 1 1 b7 4 1 b7 4 1 b7 4 b6 b7 b7,4 1 5 1 4 1 6m 5 4 5 4 1 5 1 4 1 6m 5 4 1,1m 1m 1m 1 4m 4m 1m b6 5 1 1m 4m 1 4m 1m b6 5 1 4 1 1 4 4 1 5 4 1 b6 1m b6 1 b6 1m b6 1 1 b7 4 1 1 b7 4 1 1 b7 4 1 1 b7 4 1 b7 4 1 b7 4 b6 b7 b7 4 1 5 1 4 1 6m 5 4 5 4 1 5 1 4 1 6m 5 4 1
made for worship i46691,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\made for worship i46691,Made For Worship,Planetshakers,F#,5 2 1 2 5 2 1 2 5 2 1 2 5 2 1 2,,1 6m 5 2 5 1 6m 3m 5 2 1 6m 3m 5 2 1 6m 3m,1 5 3m 2 1 5 3m 2,5 2 1 2 5 2 1 2 5 2 1 2 5 2 1 2 1 6m 5 2 5 1 6m 3m 5 2 1 6m 3m 5 2 1 6m 3m 1 5 3m 2 1 5 3m 2
made me glad i1858,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\made me glad i1858,Made me Glad,Hillsong,A,4 1 4 1 4 1 4 1 1 4 1 4 1 4 2m 4 5,4 2m 4 5,1 2m 4 5 1 4 5 4,,4 1 4 1 4 1 4 1 1 4 1 4 1 4 2m 4 5 4 2m 4 5 1 2m 4 5 1 4 5 4
madly i42299,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\madly i42299,Madly,Steve Fee,E,6m 5 4 1 4 1 5 1,,4 1,4 1 5 1,6m 5 4 1 4 1 5 1 4 1 4 1 5 1
magnificat i11178,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\magnificat i11178,Magnificat,"Clarke, Jeremiah (1659-1707), Penney, Brian L. (1951-)",Ab,b2m 2,,,,b2m 2
magnificent i1958,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\magnificent i1958,Magnificent,Matt Redman,F,6m 4 1 5 6m 4 1 6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 5,,2m 5 1 4 6m 4 1 5 6m 4 b6 5 4 4 6m 4 1 5 6m 4 5 4 4 6m 5 6m,2m b7 1 4 1 2m 5,6m 4 1 5 6m 4 1 6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 5 2m 5 1 4 6m 4 1 5 6m 4 b6 5 4 4 6m 4 1 5 6m 4 5 4 4 6m 5 6m 2m b7 1 4 1 2m 5
magnificent i2307,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\magnificent i2307,Magnificent,Dan Smith,G,4 1 4 1 4 6m 5 4 6m 5 2 2,,1 4 2 5 2 6m 4 1 4 6m 1 4,1 4 1 5 6m 4 1 5,4 1 4 1 4 6m 5 4 6m 5 2 2 1 4 2 5 2 6m 4 1 4 6m 1 4 1 4 1 5 6m 4 1 5
majestic i1825,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\majestic i1825,Majestic,"Kristian A. Mark Weston, Duncan A. Robert Paterson",D,1 1 b6 4 1 1 b6 4 1,,4 1 4 6m 4 1 2m 1 4 5 1 1 4 1 4 6m 4 1 2m 1 4 5 4 1 4 6m 4 1 2m 1 4 5 1,1 4 1 1 1 4 6m 1 4 5,1 1 b6 4 1 1 b6 4 1 4 1 4 6m 4 1 2m 1 4 5 1 1 4 1 4 6m 4 1 2m 1 4 5 4 1 4 6m 4 1 2m 1 4 5 1 1 4 1 1 1 4 6m 1 4 5
majesty i93,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\majesty i93,Majesty,"Delerious?, Martin Smith, Stuart Garrard",C,6m 4 1 4 1 5 6m 4 1 4 6 1 5 6m 4 1 4 1 5 6m 4 1 4 1 5,6m 5 1 6m 5 1 2 4,1 5 6m 4 1 5 b7 6m 4 1 5 6m 4 1 5 6m 6m 4,,6m 4 1 4 1 5 6m 4 1 4 6 1 5 6m 4 1 4 1 5 6m 4 1 4 1 5 6m 5 1 6m 5 1 2 4 1 5 6m 4 1 5 b7 6m 4 1 5 6m 4 1 5 6m 6m 4
make room i102388,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\make room i102388,Make Room,Community Music,G,1 5 2m 4 1 5 2m 4 1 5 2m 4,,1 5 2m 4 1 5 2m 4,1 5 2m 4,1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4
man of sorrows i2335,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\man of sorrows i2335,Man of Sorrows,"Hillsong, Hillsong United",F,6 2 6 2 6 3 #4m 2 #4m 2 3 6 6 2 6 2 6 3 4 #4m 2 #4m 2 3 6 3 6 2 6 2 6 3 #4m 2 #4m 2 3 6 6 2 6 2 6 3 #4m 2 #4m 2 3 6,,#4m 2 6 3 #4m 2 3 2 6 3 #4m 2 3 6,#4m 2 6 3 #4m 2 6 3 #4m 2 6 3 #4m 2 6 3,6 2 6 2 6 3 #4m 2 #4m 2 3 6 6 2 6 2 6 3 4 #4m 2 #4m 2 3 6 3 6 2 6 2 6 3 #4m 2 #4m 2 3 6 6 2 6 2 6 3 #4m 2 #4m 2 3 6 #4m 2 6 3 #4m 2 3 2 6 3 #4m 2 3 6 #4m 2 6 3 #4m 2 6 3 #4m 2 6 3 #4m 2 6 3
