Song Title,Artist,Song Key,Intro,Pre-Chorus,Chorus,Bridge,Outro
Resurrecting,Elevation Worship,Gb,C C Em D C C Em D       ,,C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D                              ,C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C C G D Em C C G D Em C C G D Em C G D Em C G D Em C G D Em G D Em        ,
Resurrecting,Elevation Worship,C,       ,,F C G F C G F C G F C G                                ,F C G C/E F C G F C G C/E F C G F            ,
Resurrecting Remixed (Live from Code Orange Revival),Elevation Worship,Db,Gb Db Ab Bbm  Gb Db/F Ab/Eb Bbm Gb Db Ab Ab/A) Bbm     ,,Gb Db Ab Gb Db Ab                                ,Bbm Db/Ab Gb Ab Bbm Db/Ab Gb Ab F7/A Bbm Abm7/B) Abm7/Db Gb7 Ab F7/A Bbm Abm7/B) Abm7/Db Gb7 Ab F7/A Bbm Abm7/B) Abm7/Db Gb7 Ab            ,
See a Victory,Elevation Worship,F,Dm Bb F Dm Bb F       ,,Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C                               ,Bb C F/A Bb Dm C Bb C F/A Bb Dm C            ,
See a Victory,Elevation Worship,F,Dm Bb F Dm Bb F       ,,Dm Bb F C Dm Bb F C                                ,Bb C F/A Bb Dm C Bb C F/A Bb Dm C            ,
Shine a Light,Elevation Worship,F,       ,,F C G Am C/E F G F C G Am C/E F G                                ,C/E F C G C/E F C G C/E F C G            ,
Sing Forever,Elevation Worship,Bm,Bm D/F# A G       ,,G A Bm G A Bm G A Bm G                                ,Bm D/F# A G A Bm D/F# A G A            ,
Standing,Elevation Worship,A,A D A F#m7 D A       ,,A F#m7 D A A F#m7 D A                                ,A D A D A E F#m7 D A D A E A            ,
Still God,Elevation Worship,E,C#m B E/G# A C#m B E/G# A       ,,E Bsus4 E/G# A E Bsus4 E/G# A E Bsus4 E/G# A E Bsus4 E/G# A E Bsus4 E/G# A E Bsus4 E/G# A E Bsus4 E/G# A E Bsus4 E/G# A                              ,E B C#m E/G# A E B C#m E/G# A E B C#m E/G# A E/B B C#m E/G# A C#m E/G# A            ,
The Church,Elevation Worship,D,       ,,D A Bm A D A Bm G D A Bm A D A Bm G                                ,G D Bm A G D Bm A G D Bm A G D Bm G Bm G            ,
The Glory is Yours,Elevation Worship,G,       ,,G G G Em7 Cadd9 G G G G Em7 Cadd9 G G G G Em7 Cadd9 G                              ,Em7 Cadd9 G            ,
The Highest,Elevation Worship,D,       ,,D A D A D F#m E D                                ,A E F#m D A E F#m D A E F#m D A E F#m            ,
The King Is Among Us,Elevation Worship,F,F2 C Am7 Gsus F2 C Am7 Gsus       ,F2 Gsus,F2 Gsus C Gsus Am7 F2 C Gsus Am7 F2                               , C G/B Am7 F2 C G/B Am7 F2 C G/B Am7 F2 Am7 C F2 Am7 Gsus F2 Am7 C F2 Am7 Gsus F2 Am7 C F2 Am7 Gsus F2         ,
The Last Word,Elevation Worship,C,C       ,,F D) E E                               ,E E E G            ,
The Lord Is My Rock,Elevation Worship,E,E F#       ,B F#/A# G#m F# E F#,B F#/A# G#m F# E F# B F# G#m E                               ,E F# E F#            ,
The love Of Jesus,Elevation Worship,G,G Csus2 G Csus2       ,,Csus2 G Em7 G/B D Csus2 D Em7 Csus2 G C G Em G/B D C D Em C G                               ,D Em7 Csus2 G D Em Csus2 G D Em7 Csus2 G D Em7 Csus2 G            ,
There Is A Cloud,Elevation Worship,D,D G/D G/D D D G G D       ,,G D G/B D/A G D G/B D/A G D G/B D/A G D G/B D/A G D G/B D/A G D G/B D/A                              ,Em G6 D A A            ,
This City Is Yours,Elevation Worship,G,G D C       ,D Em G C D Em G C,D Em G C D Em G C G D C G D Em C G D C Em D G/B C B F# G#m E B F# G#m E B F# G#m E G#m F# B/D# E B F# G#m E G#m F# B/D# E                              ,G/B C D Em G/B C D Em G/B C D Em G/B C D Em            ,
Unchanging God,Elevation Worship,C#m,       ,,A E B C#m A E B C#m A E B C#m A E B                                ,E A E A E A E A E A E A C#m E A E A E A C#m A E B C#m A E B C#m          ,
Uncontainable Love,Elevation Worship,B,B G#m D#m C#       ,B G#m D#m C# B G#m D#m C#,B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C# B G#m D#m C#                            ,B G#m D#m C# B            ,
Unstoppable God,Elevation Worship,B,F# G#m E       ,,B C#m G#m E B C#m G#m E                                ,    B B/D# E F# G#m B E        ,
Unto Your Name,Elevation Worship,E,       ,,C# D#m B F# C# C# D#m B F# C#                                ,F# B F#/C# B F# B F#/C# B            ,
Ven Ante Su Trono (O Come to the Altar),Elevation Worship,D,D G D G       ,,D Em7 Bm G D Em7 Bm G D                                ,D Bm G D D Bm G D            ,
Ven Ante Su Trono (O Come to the Altar),Elevation Worship,G,D G D G       ,,D Em7 Bm G D Em7 Bm G D                                ,D Bm G D D Bm G D            ,
Victorious,Elevation Worship,E,E G#m B       ,E B F#/A# E F#,E B F#/A# E F# B F# E G#m F# B F# E G#m F# E G#m E B F# G#m E B F# G#m E B F# G#m E B F#                              ,G#m E B F# G#m F# B F# G#m            ,
We Are Forgiven,Elevation Worship,C,C D G/B C       ,Am G/B Em D C Am G/B C,Am G/B Em D C Am G/B C G D Em G C Em D C G D Em G C Em D C Em D C                               ,G C Em D C            ,
We Rejoice,Elevation Worship,G,       ,,A Bm G D D A Bm G D                               ,G D A B D/F# G D A            ,
We Unite,Elevation Worship,A,A A A D F#m F#m F#m D       ,,A D F#m E A D F#m E D D D F#m F#m E E D                                ,D F#m A D D F#m A D            ,
We Unite,Elevation Worship,Bb,Dm(2 C(2       ,,Bb Bb Dm C Bb Bb Dm C                                ,Bb Dm Bb Bb A Bb Dm Bb Bb A            ,
We Unite,Elevation Worship,D,A A A D F#m F#m F#m D A A A D F#m F#m F#m E       ,,A D F#m D A D F#m D A A A D F#m F#m F#m E                                ,D F#m A D D F#m A D            ,
Were Not Alone,Elevation Worship,C,C       ,,F Am G F C/E G F Am G F C/E G                                ,C F C/E F G Am F C/E F G            ,
With You,Elevation Worship,G,       ,,C Dsus G C Dsus G C Dsus G C Dsus G                                ,C Dsus Em G C Dsus Em G C D Em D C            ,
Wont Stop Now,Elevation Worship,G,G G C G Em D C       ,,G Am7 G Em D Csus2 G Am7 G G/B Csus2 Am7 G G Am7 G Em D Csus2 G Am7 G G/B Csus2 Am7 G G Am7 G Em D Csus2 G Am7 G G/B Csus2 Am7 G                              ,C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B C Em D G/B           ,
Wont Stop Now,Elevation Worship,G,       ,,                                ,            ,
Wont Stop Now,Elevation Worship,G,G G C G Em D C       ,,G Am7 G Em D Csus2 G Am7 G G/B Csus2 Am7 G                                ,C Em D G/B C Em D G/B            ,
Wont Stop Now,Elevation Worship,,A A A D A F#m E D  D F#m E A D F#m E A     ,,A Bm A F#m E D A Bm A A/C# D Bm A A Bm A F#m E D A Bm A A/C# D Bm A A Bm A F#m E D A Bm A A/C# D Bm A                              ,D F#m E A/C# D F#m E A/C# D F#m E A/C# D F#m E A/C#            ,
Worthy,Elevation Worship,D,Bm D G A Bm D G A       ,,G Bm A D/F# Bm G Bm A D/F# Bm G Bm A D/F# Bm G Bm A D/F# Bm G Bm A D/F# Bm G Bm A D/F# Bm G Bm A D/F# Bm G Bm A D/F# Bm G                              ,G Em Bm A D/F# G Em Bm A D/F# G Em Bm A D/F# G Em Bm A D/F# G Em Bm A D/F# G Em Bm A D/F# Em Bm D A D/F# Em Bm D A D/F#            ,
Yahweh,Elevation Worship,D,       ,,F#m E/G# A F#m D F#m E/G# A F#m D F#m E/G# A F#m D F#m E/G# A F#m D                               ,F#m E/G# A F#m A/C# D F#m E            ,
Yahweh,Elevation Worship,C,C G Em D C       ,,C D Em D G C C D Em D G C C D Em D G C C D Em D G C                               ,D Em G C G D            ,
Yahweh,Elevation Worship,G,C G       ,,C D Em D G C C D Em D G C C D Em D G C C D Em D G C                               ,D Em G C G D            ,
You Are Holy,Elevation Worship,E,       ,B C#m A B C#m A,B C#m A B C#m A B C#m A B C#m A E B C#m A B C#m A E                               ,A E A C#m A E/G# C#m A G            ,
You Reign Alone,Elevation Worship,G,       ,,G D A Bm A G D A Bm D G D A Bm A G D A                                ,G D A Bm G D A G D A Bm G D A            ,
Your Promises,Elevation Worship,C,       ,,C F Am F C F Am F C                                ,F C G F C G F C G Dm F C G            ,
Your Favor,Elevation Worship,G,G D A G D A G D Bm A Em A D Bm A G F#m G A       ,,G A Bm A F#m                                ,            ,
Your Promises,Elevation Worship,C,C F2 C/G F2 C F2 C/G F2       ,,C F2 Am7 F2 C F2 Am7 F2 C F2 C/G F2 C F2 Am7 F2 C F2 Am7 F2 F2 C Gsus F2 C Gsus                               ,F2 C Gsus F2 C Gsus F2 C F2 Dm F2 C Gsus            ,
Yours,Elevation Worship,D,       ,,Bm G D A Bm G D A                                ,D F#m Bm G            ,
Yours Glory And Praise,Elevation Worship,C,C Em       ,,Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G                              ,C Em Am F C Em Am F           ,
Do Ya,Electric Light Orchestra,D,       ,,                                ,            ,
All Hail the Power of Jesus Name,Edward Perronet,E,       ,,                                ,            ,
Awesome In This Place,Dave Billington,E,       ,,E F#m B E B E G#m A F#m B E B E C#m F#m B E                               ,            ,
Awesome In This Place,Dave Billington,A,       ,,Esus E F#m7 A B E B7 E E/G# A E/G# F#m A/B B7 E                                ,            ,
Infant Holy Infant Lowly,Edith Reed,G,       ,,                                ,            ,
Our God Is Strong,Edge Church,D,       ,,D G D A D                                ,Bm A D G A            ,
Almost Spent,Eden Burning,Em,Em D Em D Em D Em D C D C D G D G D G D Em D Em D Em D Em D Em D C D C D G D G D G D Em D Em D Em D C D C D Em D Em D Em D Em D Em D Em D C D C D G D G D G D Em D Em D G D G D G D Em D Em D       ,,                                ,            ,
Show Me The Way Back To Your,Eddy Arnold,C,       ,,                                ,            ,
Forgive And Forget,Eddie Rabbitt,C,       ,,                                ,            ,
Bless Your Name,Eddie Kirkland,C,C G/B D) G C Em C G G C Em C G       ,C D Em D,C D Em D C G D Em C G D C G D Em C G D C G/B D) C D Em C D C D Em C D                              ,            ,
Hands Of The Healer,Eddie Kirkland,F,F Am C/E       ,,F G Am C Dm Am F G F Am C/E F G Am C Dm Am F G C F G Am C Dm Am F G C Dm Am F G Dm Am Dm Am Dm Am F G                              ,F G Am F G Am F G Am F G Am F G Am F G Am F G Am C Dm Am F G            ,
Lay Your Weapons Down,Eddie Kirkland,Db,       ,,                                ,            ,
Everything Changed,Eddie Kirkland,Am,Am G/F Em F Am G/F F Am G/F Em F Am G/F Em F Am G/F Em F Dm Gsus G C F C G C F G Em F Dm F G Am Em F Am G/F Em F Am G/F Em F Am G/F Em F Am G/F Em F Dm Gsus G C F C G C F G Em F Dm F G G/F Em F Am G/F Em F Am G/F Em F Am G/F Em F F Am F G C Am F G Am F G C F G C Am F G C Am F G Am F G C F G Am Em F Am G/F Em F       ,,                                ,            ,
What A Savior,Eddie Kirkland,D,D Em7 Am7 C2       ,Em C G D Em D,Em C G D Em D G C Em D G C Em D                               ,Em C G D Em C G D            ,
Awakening,Eddie James,Cm,Cm       ,,Cm                                , Ab Eb Bb Eb Ab Eb Bb G Cm          ,
Because Of You,Eddie James,Db,Db Ab Bbm Gb       ,,Db Ab Bbm Gb Db Ab Bbm Gb Db Ab Bbm Gb Db Ab Bbm Gb                                ,Bbm Ab Gb            ,
Breakthrough,Eddie James,D,       ,,D G Bm7 Asus D/F# G Bm7 Asus D                                ,G Bm7 Asus D/F# G Bm7 Asus D/F# G Bm7 Asus D/F# G Bm7 Asus D/F#            ,
Breakthrough,Eddie James,C,       ,,C) F) Am7) G) C/E) F) Am7) G) C)                                ,F) Am7) Gsus) C/E) F) Am7) Bm7) C/E) F) Am7) Gsus) C/E) F) Am7) Bm7) C/E)            ,
Breakthrough,Eddie James,E,G# F# F# G# A G# F# E E G# F# F# G# A G# F# E E) A C#m7 G# F# F# G# A G# F# E E G# F# F# G# A G# F# E E) E A       ,,A C#m7 Bsus E/G# A C#m7 Bsus E                                ,A C#m7 Bsus E/G# A C#m7 Bsus E/G# A C#m7 Bsus E/G# A C#m7 Bsus E/G# A C#m7 Bsus E/G#            ,
Freedom,Eddie James,E,E B C# A       ,,E B C# A E B C# A E B C# A E B C# A                             ,E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A E B C# A          ,
Hes Alive,Eddie James,F,       ,,F Bb Bb C Dm Dm F/C C C Bb A F/A Bb Bb C Dm Dm F/C C                                ,F Bb Dm7 C F F/Eb Dm7 C           ,
House Of Prayer,Eddie James,C,       ,,Am7 Fmaj9 Dm7 Am G/B Fmaj9 G2                                ,            ,
I Am,Eddie James,Bb,       ,,Bb Eb Gm7 F F Eb Bb Eb Gm F                                ,            ,
I Need You,Eddie James,Eb,       ,,Cm Ab Eb Bb/D Cm Ab Eb Bb Cm Ab Eb Bb/D                                ,            ,
I Will Bless The Lord,Eddie James,F,       ,,F2 Eb Dm7 Eb F2 Eb Dbmaj7 Eb                                ,Bb Dm7 Bb Dm7 Bb Dm7 F2 Eb C2            ,
Im Sending The Fire,Eddie James,Bbm,Bbm Ab Gb Ab Bbm Ab Gb Ab Bbm Ab Gb Gb/Ab Db Bbm/F F7       ,,Bbm Ab Gb Bbm Ab Gb Bbm Ab Gb Ab Db Bbm/F F Cm Bb Ab Cm Bb Ab Cm Bb Ab Bb Eb Cm/G G Dbm B A Dbm B A Dbm B A B E Dbm/Ab Ab                              ,            ,
Jesus Said It,Eddie James,E,D# A# D# C# D# A# D# C# C# C B A#  E     ,D# D# D# D# D#/G G# Cm/A D#/A#,D# D# D# D# D#/G G# Cm/A D#/A# E E E E E/G# A C#m/A# E/B E B E B E B E B D C# C B E B E B E B E B D C# C B F F F F F F/A A# Dm/B F/C F C F D# F C F D# D# D D# C E B E D# E B E D# D# D D# C                            , F F F F F F D# F F F F F F D#          ,
Lord Youre Holy,Eddie James,G,G Cm Gm/A# G#M7 D#/G Fm F/D# C/D D7/C G/B Bdim7 Gaug/B G7/B Cm D/C G7/C Cm D/C G7/C       ,,Cm G# A# D# Gsus G Cm G# A#/G# D#/G G# D/A G/B Cm Cm G# A# D# Gsus G Cm G# A#/G# D#/G G# D/A G/B Cm                               ,Cm G# Fm7 F/G G Cm G# A# D# G7sus G/F C/E Fm G# A# D# Gsus G7 C#m C#m A B E G#7sus G#/F# C#/F F#m A B E F#m Gdim G#sus G#            ,
Shift,Eddie James,Dm,Dm Bbmaj7 F A7 C Dm Dm7 Bbmaj7 Gm9 A/Db Dm Dm7 Bmaj7 Gm9       ,,Dm C/E F D7/Gb Gm9 A Bbmaj7 C2 A/Db A                                ,Dm Bbmaj7 Gm9 A7 C A7/Db Dm Bbmaj7 Gm9 A7 C A/Db            ,
The Name Of Jesus Is Lifted High,Eddie James,D,D E F# G A G F# E D E F# G F# E D D E F# G A G F# E D E F# G       ,,Em C D Em C D Em Em C D Em C D Em Em C D Em C D Em                              ,Em D C D Em D C D Em            ,
We Win,Eddie James,Dm,       ,,Dm7                                ,Bbmaj9 C2 F A7 Dm7 Bbmaj9 Gm9 A7            ,
You Are Jehovah,Eddie James,Db,       ,,                                ,            ,
You Are Worthy,Eddie James,C,C G C G Db G Bb C Cm9 Fm9 D7/Gb G2 Cm9 Eb Bb/D Cm Ab9 G2 F2 D7/Gb G7b9 Cm9 C G C G Db G Bb C Cm9 C/E Fm9 D7/Gb G2 Cm9 Eb Bb/D Cm Ab9 G2 F2 D7/Gb G7b9 Cm9 C G C G Db G Bb C       ,,Cm G2 Cm C/E Fm9 D7/Gb G2 Cm G2 Cm C/E Fm9 D7/Gb G2 Ab9 G7b9 Cm9 C G C G Db G Bb C Db Ab Db Ab D Ab B Db Dbm9 Gbm9 Eb7/G Ab2 Dbm9 E B/Eb Dbm A9 Ab2 Gb2 Eb7/G Ab7b9 Dbm9 Db Ab Db Ab D Ab B Db Dbm9 Gbm9 Eb7/G Ab2 Dbm9 E B/Eb Dbm A9 Ab2 Gb2/Bb Eb7/G Ab7b9 Dbm9 Db Ab Db Ab D Ab B Db Dbm Ab2 Dbm Db/F Gbm9 Eb7/G Ab2 Dbm Ab2 Dbm Db/F Gbm9 Eb7/G Ab2 A9 Ab7b9 Dbm9 Db Ab Db Ab D Ab B Db                               ,            ,
All Creation Worship You,Eddie Expinosa,C,       ,,                                ,            ,
Cmon Everybody,Eddie Cochran,E,       ,,                                ,            ,
I Will,Echoing Angels,E,E/E7 E E7 E E7 E E7 E E7 C D E E7 E E7       ,,D C Em G E) D C Em G E)                                ,A# C G A# C G A# D            ,
You Alone,Echoing Angels,G,       ,,C G Am F C G F Fadd9 G Em C G Em C Am Em F Fadd9 Am Em F Fadd9 Am Em F Am Em F Fadd9 Am Em F Fadd9 C G Am F C G Am F C G Am Fadd9                              ,            ,
After The Thrill Is Gone,Eagles,G,       ,,                                ,            ,
Fast Company,Eagles,Bm,       ,,                                ,            ,
Forgiveness,Eagles,D,D Dsus2 D Dsus2 Dsus4 D D Dsus2 Dsus4 D A7 G D A7 G A7 G A7 G A7 D Bm A7 G D Bm G A7       ,,D Bm G A7 D Bm G A7 D Dsus2 D Dsus2 Dsus4 D D Dsus2 Dsus4 D A7 G D A7 G A7 G A7 G A7 D Bm A7 G D Bm G A7 D G D C B/C A B/C C B/C A D Bm G A7 D Bm G A7 D D Dsus2 Dsus4 D Dsus2 D Dsus2 Dsus4                              ,            ,
Frail Grasp On The Big Pi,Eagles,Bm,Bm Bm Bm E Bm Bm Bm E Bm Bm Bm E Bm Bm Bm E Bm Bm Bm E Bm Bm G A Bm       ,,                                ,            ,
Get Over It,Eagles,D,       ,,D D E F D E G D D E D F G D G A D F G D D F G D D F G D F G D D F G D D F G D                              ,C D G            ,
Angels We Have Heard On High,Future of Forestry,G,G Em D  G Em D     ,,                                ,            ,
Light The Fire,Fusebox,G,       ,,Am7 C D Am7 C D Am7 C D C D G                                ,            ,
Singing Joy To The World,Fruit Bats,G,       ,,                                ,            ,
CMFI Worship,Fresh Annointing,D,       ,,                                ,            ,
Jesus,Frenzal Rhomb,A,       ,,                                ,E G D E G D B D A B D A A A A B D A            ,
Bad Reputation,Freedy Johnston,Em,       ,,                                ,            ,
Speechless,Free Chapel,A,       ,,D E D E B A                                ,            ,
"Oh, How I Love Jesus",Frederick Whitfield,D,       ,,                                ,            ,
Theres a Wideness in Gods Mercy [to the tune of,"Frederick W. Faber, adapted by Darrell Tienou-Gust",C,       ,,                                ,            ,
God Is Here! As We His People,"Fred Pratt Green, b. 1903",G,       ,,                                ,            ,
Blessings & Honor,Fred Hammond & RFC,E,       ,,                                ,            ,
When The Spirit Of The Lord,Fred Hammond,G#m,G#m D# G#m       ,,C#m7 F# B E A#m7 D# G#m F#/A# B G#/C C#m7 F# B E A#m7 D# G#m C#m7 F# B E A#m7 D# G#m Dm7 G C F Bm7 E Am G/B C A/C# Dm7 G C F Bm7 E Am Dm7 G C F Bm7 E Am G/B C A/C# Dm7 G C F Bm7 E Am Dm7 G C F Bm7 E Am G/B C A/C# Dm7 G C F Bm7 E Am                               ,            ,
Give Me A Clean Heart,Fred Hammond,A,       ,,A) A/F# G# A E A/F# G# Dm E A2                                ,            ,
I Will Trust,Fred Hammond,Gb,       ,,Ebm B2 Abm Db/F Ebm B2 Gb Db                                ,Eb/G Abm Db Bb/D Eb/G Abm Db            ,
Its Only The Comforter,Fred Hammond,G,Dmaj7 A#maj9 Dm9 Fmaj7 G9 A#6 C Dm9 Fmaj7 G9 A#6 C A#maj7 C Dm C/E F Gm7 D#maj9 G2/B A#maj7       ,,Dm A#maj7 F C A7 Dm A#maj7 F C A7/C#                                ,            ,
Lord How I Love You,Fred Hammond,D,       ,,Em7 A Bm7 A Em7 D2 A Bm7 A Em7 D2 A Bm7 A Bm7 G Em7 A D2                                ,            ,
No Weapon,Fred Hammond,G,       ,,G D/F# Em D C G/B Am D C/E D/F# G D/F# Em D C G/B Am D C/E D/F#                                ,Dm/F E Am G F Dm E D/F# E/G# Am G F D            ,
Were Blessed,Fred Hammond,Bm,       ,,Dmaj9 C#m7 Bm7 Dmaj9 C#m7 Bm7 Dmaj9 C#m7 Bm7 Dmaj9 C#m7 E/F# F#m7 Dmaj9 C#m7 Bm7 Dmaj9 C#m7 Bm7 Dmaj9 C#m7 Bm7 Bm/E D/E                                ,            ,
Glory Hallelujah Acoustic,Frank Turner,G,       ,,C G D G C G D Em D C G D Em D C G D G Cadd9 G C G D G C G D Em D C G D Em D C G D G Cadd9 G Am B11 D A7 Am B11 D A7 C G Cadd9 D C G D G C G D Em D C G D Em D C G D G Cadd9 G C G D G C G D Em D C G D Em D C G D C G                             ,            ,
